Edad,Peso,Creatinina,Urea,BUN,SDMA,Riesgo_Renal
7,26.00854755365561,1.6920689004992662,56.164639650559955,72.26635177306342,31.600194073673446,2
4,28.536098086071622,1.0264300553608896,122.47616674813503,36.00270838370638,15.940930871790504,2
13,5.2651309469421,0.6300122232548502,176.63697842796944,23.66165620530553,19.3738921553599,1
11,27.871041129683338,4.030843252437963,116.55889536694059,44.25747761846121,12.339159710057029,2
8,15.271372499306608,3.8390171984882944,77.25025345816782,61.914901628522955,39.17963581630165,2
13,8.489087260669791,3.506835769927385,123.65079135848454,44.47983495273083,27.596090197044408,2
5,14.314936930909578,1.7757090286378647,39.66730855446201,43.82266043195679,37.709035825043046,2
7,29.420944683278833,2.6499829774803305,162.18545284246377,68.67612947572604,15.618494027019661,2
10,15.285924725793219,3.7696198435239516,100.49343212477382,35.298264534703044,32.36618195489114,2
3,10.533796698337738,3.2322177237254315,91.89595872634273,70.1856272368152,31.80505253596597,2
7,19.368624775185047,5.93282036118188,113.73836615256307,38.47633606662065,29.207947815328954,2
11,7.964222944567599,1.2504186390620322,119.96541804630439,32.976317397483754,38.79736413433802,2
11,3.2000365151512535,4.323295047261766,31.484128996242084,41.77929378397893,18.77443676372104,2
8,4.737511935408827,2.7237532245736067,129.21875539574438,63.37128710724079,9.575106325641507,2
5,4.713329329775401,2.855097882090881,58.709068850484734,18.820141950479602,28.509810073542127,1
4,5.405178111856536,4.446787711119969,134.23242120105436,23.749345111041215,30.525843016702215,2
8,5.025988006832894,4.308398832284033,151.60556710147148,76.60113779641644,25.127120071058513,2
8,19.585367599293225,5.951907965362036,148.63336120840324,22.284413916695016,12.23862625966887,1
3,6.2745224475752,1.2061685919976888,108.40015478526226,49.74091225517382,22.65595795842744,2
6,11.024351216392033,1.072603071612915,103.22718276972019,50.55201266633565,15.926640779919529,2
5,27.006863887274342,4.483863494208077,42.860153814305875,44.27371234351713,19.961328485834116,2
2,14.744887567623298,3.6811280435352502,144.0553840645017,55.1321674003773,27.582650154563236,2
8,20.359174417109788,2.007883666078932,63.4255008714743,26.08787080583329,31.082515994179207,2
12,5.997276264847265,0.9368065294394263,99.47126765087145,48.68635874437238,13.12786418154701,1
14,6.5763815454514525,0.9711203727803679,65.48385486840267,36.0521278672828,19.186387622643366,2
6,2.185189871727887,5.418049810652651,41.412538079950906,56.316708174043235,14.42065498470702,2
2,5.899116829092772,1.555270285953086,120.72923150267785,19.885648036120465,11.95210648516542,1
12,9.0791198319268,2.2785435916353642,28.693125571664613,49.961419178763336,32.418552699854345,2
5,6.133304044025658,1.7466102122484342,139.783237460192,22.96892487683266,36.823844305294735,2
1,3.5723734789546127,2.452479682075655,70.81388724177867,29.505014418052546,17.958126498960183,2
12,4.498440261917423,0.8818311351035135,20.02155088071765,25.309686022650826,31.29476235308184,1
10,14.362584272949046,3.354828849995487,101.78066227795676,22.798644590817197,36.39483512775439,2
6,6.983677833767983,0.871869099757182,27.4963053644165,67.79976660924669,34.6143473685581,1
13,11.563825970394188,4.9019607930229885,64.18712925134392,29.999529736262325,11.398468598872906,2
12,15.59910085479085,1.7854164505073817,133.1162379929146,74.89866473051146,38.47021585296765,2
9,21.021450030251593,3.470065530324808,30.03033945949854,77.89485677416336,18.183675415031185,2
1,2.140052055391869,5.340434981588021,154.2941587769604,49.988232895596816,16.873423141084274,2
11,24.182901568362237,4.079825529759567,20.611187625373297,20.010078586600848,7.185096454722312,1
11,19.209111295236326,3.431267826032344,59.49181907230436,36.218377036570686,22.016077893670904,2
10,3.3710119265172853,2.283835642134566,138.54464898433145,65.84125843437498,8.815476547432505,2
12,26.33378009909654,2.3315105218200887,70.60322395668908,35.717351008794935,13.69889373245991,2
12,27.705299615422582,4.182178253590045,36.30278209056216,16.09120528119521,16.092991761854847,1
14,2.7712608357910486,5.967766486716421,77.63742700806846,48.974943764973155,33.308921322208946,2
14,9.029451796268908,4.140115544171582,63.262925821524085,69.15845960472242,35.64210276385638,2
14,24.37983711399878,3.5678087955351367,154.83390434568878,65.71484710004518,15.586321111151438,2
3,22.69953102112609,4.518577806315854,70.1356668136229,22.258619809124728,35.05443424356009,2
12,6.351109561334942,3.0586308675604497,146.22919548416115,57.09352300887267,35.00308280794269,2
7,7.071130376764598,0.8307828843043187,162.69954316971757,25.4352984404953,31.762783263470574,1
4,11.743690980950078,3.592632487328504,89.41078713224472,25.274527418652056,10.134328990531355,1
9,15.051166570539618,5.766939064779591,165.59090301670273,71.18502413136295,29.161299641525513,2
3,18.929388374378583,1.464166182967128,80.37088863411086,27.47682669181611,38.07584226031991,1
5,11.6984955475234,4.295026899513662,174.2525466384173,28.427314256260782,28.8889167568505,2
3,14.41350676786129,1.6051352876248106,34.28632392409167,10.045737353290969,16.606589718774188,1
7,22.67665720587894,3.447052264601947,129.92308264051883,70.94683238878623,22.520276110079095,2
5,2.063812883827339,1.031720473056958,99.0102464731086,65.48163692463943,27.600376517286875,2
9,8.320671385976603,2.9770401494200183,82.02380887290353,53.91302545634746,22.869964305497625,2
7,21.68713799065202,4.658898308923853,121.23390059977615,62.518603475718955,9.198352960583943,2
2,26.96099829292878,2.4116433833144013,132.617134661493,20.643399719714424,15.922241562820723,2
4,15.838645821354318,4.157014484679699,20.698123144049454,42.08265162113028,33.083861069377136,2
9,16.431291072694155,4.874974784343511,46.7124941995518,34.58535711441466,35.14963161334311,2
12,4.107988328853505,5.599478007136989,134.087368101491,16.564356837991156,9.805501145044957,1
14,13.974958637880185,1.7905314502049945,126.62166617251303,44.029133965044686,38.33353633395536,2
2,16.44590072719567,2.6962375369511946,174.56760082058835,74.45177552398448,16.508791624701328,2
10,8.031644605407159,1.338288073317296,141.76604644012528,12.804138333548615,28.1809808555752,1
9,8.80805369753205,5.958659261871063,172.12363323701408,30.402263944565572,31.31388010848384,2
10,11.941240730034057,5.598505323583624,132.40648024556913,24.527865534399243,33.41811821232592,2
5,1.5820647355540647,3.4697642165430778,67.68835338231091,26.67026575659874,38.101239577907556,2
2,10.34029580191217,5.131183119070317,36.85838756013703,73.59041863155628,15.952184181008791,2
4,7.131992202899795,3.365268874996232,145.0918181351897,42.76483379640031,35.047725909304404,2
12,10.497423213159525,3.9297212840151783,123.06387543614655,42.640958905787315,9.609041620267245,2
12,4.473101822758285,0.9901843766380913,27.709761982927397,63.24029497186976,29.676431722375746,1
7,26.825291141456955,4.653987312732443,77.60807454415654,20.814454280344805,30.969220532989507,2
12,18.21418115306741,1.2024241599937915,173.08797047748578,44.108574787003555,28.720313442046216,2
13,20.6939672551902,5.043371966388906,100.0641833136322,40.09896498847418,13.831015764730354,2
8,23.88596591961281,4.801154482187123,89.23666176315274,51.78374833826593,35.556510145532116,2
3,15.454823768942662,4.398095837586371,93.23193682548704,79.9690392275307,10.910046217963824,2
14,3.520688354535287,0.6988820928861916,53.4212358408262,63.8614225857433,6.877217703229079,1
1,16.576089712737886,2.1672059576993075,78.99314733836724,37.8505992112199,30.111274671416925,2
4,18.018392422605494,1.9471191345096357,79.17012095794826,67.92871365918329,21.64165003314568,2
2,22.61774475134557,2.480750241093355,28.376803229995584,21.949585431873615,34.71843069855366,1
8,13.518126840660702,0.982035107201112,142.81082056286692,12.13245804162721,18.418899937039065,1
4,4.699828781071349,5.653268026670846,86.64070910462064,24.31138607249911,10.889750597769948,1
2,9.229501268163009,3.5459123239180697,151.54878189062774,33.828808927998175,34.27547673644544,2
14,11.529386595560418,2.1803837086191296,156.05568017918327,45.74065302216919,24.21183710740251,2
6,19.731599998616435,2.683398343908559,53.91904875178529,53.05903983788399,11.621852733662422,1
6,17.552570835398445,2.959613972776596,125.17655714722056,73.74240020500952,30.2134399505256,2
10,11.32680505103754,3.8032688334833953,95.56508866607707,45.68978066853204,22.888977347132517,2
4,29.60894221499641,3.336236852330738,160.8250780674376,45.08929512380106,26.150954378411193,2
6,18.567469761349727,5.556655852679295,54.518508668232656,13.51701068760875,21.131441837230366,1
13,7.87957696034384,3.2332991559820665,128.45011204960707,12.443808685935666,34.00481443363022,2
2,3.9516917059917085,5.95686908152822,117.24033956043561,48.58119733414605,34.03469504890674,2
10,5.432915036345629,5.1828372675980265,67.24823641149325,40.672502927384116,29.828608763853516,2
12,8.132774123150735,1.646807828965347,41.85614458418762,68.7426276486209,8.68904820887618,1
2,5.659759824527114,5.61827368054154,124.26236167636425,21.247570929829163,34.359885166642414,2
10,6.410443697487867,1.1400151883701186,138.1755933011729,11.748016348193472,28.485454318651843,1
14,9.267759892121566,4.995973396701554,70.500375002136,41.43271375510881,29.395845810150483,2
4,6.02783426354789,2.5934281141211906,123.17321664357021,26.623498972658023,17.70439941413551,2
14,27.00619731416633,5.328858762447882,83.22094521784052,13.473006133718622,35.77478446549523,2
8,3.3267786241876243,5.274311795590977,134.11310132521885,60.72188007933403,30.38800600822001,2
14,16.210830297537385,4.932589700646917,51.874443983048494,17.811509997007324,8.940666328521807,1
7,12.901507982700183,4.845167399688838,162.4344004217879,52.582365000544016,19.272231204215693,2
12,29.488979890349587,2.1757352650392243,65.98553543449276,29.67348251168224,36.02331266860496,2
9,4.249128162873518,0.945056056781887,78.84575804098446,22.144723524851543,6.6518845594082645,1
14,12.537812372326508,2.716390983208388,29.294712332855966,36.58260660435222,38.64958168747173,2
8,29.114642564985697,1.4543848324257977,37.84195397140422,66.10120433560675,28.7706898911847,1
5,26.099706650925427,4.32223098896354,102.5379044339725,37.44655038332009,27.09815921751818,2
13,24.695090057529118,2.4035484959578204,62.81482827647544,62.5538754447739,14.4695739770797,2
2,8.479181984303256,5.865856104729532,153.6768361187511,18.784040775940547,13.707712605871198,1
5,5.9557400343119085,4.025346425399326,22.350942184792615,64.09399937655553,37.97203768210084,2
8,20.390653377808498,5.023643099988985,80.65504778750979,26.585332743465404,15.439535898194295,2
10,27.95190368469999,1.2288857000801663,73.97528748305483,57.4175190922211,32.14268538516498,2
9,17.146123897403964,5.241079652499424,23.092420946816166,49.60470883886975,18.75926293724777,2
12,17.576767994627097,5.575164547823669,39.898943840081635,75.04013020481811,9.87389247746464,1
12,9.119393716148242,3.1788405535041475,86.18282798698164,37.112576258271986,5.375035419337563,2
12,23.31529506256617,3.834391157630376,98.85833351159147,14.631563218410832,24.049006795533778,2
13,6.424268708168178,4.706453904966475,84.68635956077905,11.340883988587704,39.15225864921264,2
9,10.386697855723067,1.461612449932269,104.95002854593501,67.88009926809272,17.919766783322157,2
13,13.337656719876087,3.2641134205489335,115.22106798490904,46.731494636300255,17.501731689756568,2
13,15.720700981849195,2.692646652747722,21.5878113804537,64.26708362844644,17.043206624730473,2
1,8.029882240037328,1.3050569568923702,94.25522551256063,26.40979200080603,23.219034305670046,1
9,4.3302679174369025,2.521439322603423,174.15987854201413,34.15586218592636,20.423270919850275,2
7,18.707981230807345,0.8749477016202146,103.04516482072779,12.107271054792326,35.79701193544551,1
9,9.370286043967418,0.6419654882221784,128.4067627934325,77.30446272018786,22.69322771032216,2
8,17.855908421255755,1.2434145903515252,69.89821726670131,56.75075346905694,22.771524336599906,2
1,5.476518742951867,5.797133113740456,143.83862050444202,75.32435614315143,9.843005815219481,2
12,14.953062953789708,3.5224124474225933,143.6674371001784,28.584748520035063,39.39588393186351,2
8,16.445093543995988,5.81202188634271,103.40736762466223,52.80245278579626,13.749051180409039,2
8,2.5028825678503805,2.8787383308157257,176.16221172467417,57.494997780484645,7.567742361086093,2
11,10.761524067623697,2.2149887319689276,40.088034362024544,32.228479018031194,28.210118714132307,2
3,4.898025631230253,3.2837802456213425,22.71162638233296,69.3676464510941,25.837822955490545,2
1,2.8378741437102644,2.917314287481006,143.22531388113535,76.30130240301735,19.530097889746102,2
8,29.708846739308413,1.0811557634395914,149.1448859783812,71.9398582387203,19.776728185823732,2
3,10.348261504266967,4.024544730796134,39.2331566592922,61.73468831575608,32.47723723662509,2
3,24.486358929784412,1.6882100038027978,62.49325327337697,29.42252758074678,11.849942403487717,2
1,8.384578988149151,3.907733751938063,22.808378138660625,29.713122947394222,33.708866163071136,2
11,20.76357894449395,4.076106008189844,66.92937772489034,77.43522243122266,27.706148986325637,2
5,23.04660793680091,1.3361366922075646,143.70269982698744,10.719914715498442,19.663942082283356,1
10,18.273523477627485,0.8374229491086749,102.87368443401263,60.12349812695011,21.0310015804354,2
7,14.675709467954594,4.794188723376419,75.6952949069261,59.437231378868354,13.982652251513352,2
10,12.943386510270788,3.028902330731261,79.47828718501285,53.58826786648582,31.32400164439412,2
9,11.117179729746864,0.8199008752801169,20.216580114474905,79.3076192260806,22.950615980684372,1
12,27.95634518318695,5.971764744433719,67.96808441043774,31.831560503460768,16.229908996244525,2
7,25.087962825844144,0.8177930854800165,123.43339866206888,33.798030465527376,25.86175405163326,2
9,28.985780409328864,4.322693758722043,175.87111101061714,15.525758206258889,39.8507058217963,2
8,4.604619481080797,5.9102340889487746,155.5297323174239,40.99586955806162,20.234179787979386,2
12,22.195156780905684,1.8154905731875908,23.77519434328466,28.273396836439368,37.224199027251686,2
2,28.211873247810097,1.282371527779579,163.7696967479743,34.037069152435095,17.075589397359813,2
1,6.255758918804144,1.167617166823359,145.31174612778017,68.42002531789393,6.915644742374506,1
7,2.9283917536365474,2.1680133116217757,144.86017977135685,75.4839159469247,12.14847372289501,2
7,22.492498829411712,1.0557519605585568,93.27932144057144,23.001315040362996,19.654330016468947,1
14,17.659720282217446,4.306887379317725,83.68084687272045,36.07562520874261,12.687222500809916,2
8,25.41303452598989,0.8426048897153449,68.46651661331082,75.00413934807759,5.007946337638944,1
5,5.053398922162396,3.301821704823843,30.511177432698524,14.326592248245584,37.02505382116345,1
3,24.062752043936815,5.981832696191372,56.51765815899186,16.465236967796496,34.53577939308252,1
12,6.847192281384592,4.976836482283104,59.45658159648394,21.395369244436054,30.98022810204315,1
8,5.74602234310543,3.88370691027056,97.45233115363226,51.664898388881234,10.873510847611001,2
6,5.763708139998795,2.184394914326364,139.59110505547102,20.533058970419823,9.212725167349511,1
11,24.622666886710082,3.9314270996040115,95.80957254367146,77.76534670155135,7.366166231533411,2
3,20.290719400189804,3.398728051514084,29.255111911545697,41.27001690809642,30.34102160705224,2
1,16.16889731830446,2.8434586113970433,173.24636815811263,45.106257224511644,37.508278624075984,2
3,11.406084039581572,1.218907072071097,170.83589105505797,27.266103106378456,20.068753731956296,1
5,26.43881568358014,5.376323183822567,145.63032690374536,42.967217670431346,9.169923519861687,2
14,12.380908115256426,2.973815568517274,178.61246425027528,56.33395428459081,22.93374872562373,2
3,24.681383744675735,1.5704238150142078,107.11717324804206,62.58239958678299,17.209116761052055,2
1,13.734912348536334,2.522676429825093,174.04293604051298,62.77076578969391,18.11887235224992,2
5,11.93138845332232,2.777713638909099,32.096806498680124,50.452377888586184,26.746571845449754,2
10,14.417713784418586,5.051458425617809,78.50891972181941,73.30518424957,30.155133964177082,2
7,9.739958350760121,4.534879093087711,56.06100288108253,67.21854931142767,8.87112596056063,1
14,22.68067202511128,4.731176915027369,51.33329346148321,62.99336802890378,6.245658078226674,1
7,15.578891312681895,0.5606719543575597,42.52847182282817,13.892386517632243,39.80156059400002,1
11,7.734168159257702,2.7888469899886883,119.58618265055946,10.481457355375452,13.145492212044314,1
9,27.087662624962487,3.14739283399428,145.0114969195688,24.871309403683107,6.884068371796068,1
10,12.13284541982313,0.6055575225268117,112.5277439072577,56.44665157394166,11.6456365183572,1
10,16.76303297230567,1.9289726480976883,43.51403353411355,38.783824221778204,6.363524622196248,1
12,27.28769121797186,4.681594027171743,149.77980318935533,38.16843815095182,18.713381311601008,2
13,19.102901881505773,1.2541033815094949,121.75275314619655,71.92108217607296,33.08406245579635,2
3,4.390043180542558,3.444205722989254,82.10651298031928,72.68939936922871,16.94355574152022,2
7,28.255131584790778,1.6836102960948063,127.86084728577008,73.642268483751,20.54641924074283,2
1,19.203533539071117,0.566664260541413,61.58479667885325,31.97146535605191,28.645537074860357,2
4,10.712262825055497,1.826608016797478,75.23075335907367,58.37390689174832,22.811292452445805,2
13,5.03889010723823,5.867305652005296,166.79773490111845,29.014322689205876,35.15059901074635,2
4,24.026730488838584,4.9084541153564425,66.48072090742727,23.342688315211483,35.31124862660148,2
14,18.98210992192689,5.777671543765684,95.19812290526986,22.924272014315846,5.346874342190377,1
